ID,Full Text
1258,celebrating taylor’s birthTAY era by making cupcakes of course 🧁🥳 taylor inspired me to start baking in the folklore era…now look at how far we’ve come 🥹🥹🥹 #HappyBirthdayTaylorSwift https://t.co/I7dfVewQDd
1259,"Happy b-day Tay! Thanks for the incredible year you gave us, i got to see you 4 times live 🥹 You deserve the world! Hope you the best this year, that you get all the love, happiness, joy and so much more that you deserve. @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/9WaBoj7A4J"
1260,celebrating Taylor’s birthday with all the new babiessss of the world!!! 🥰🥰🥰🫶🫶🫶🫶 I love you @taylorswift13 and couldn’t imagine my life without you #HappyBirthdayTaylorSwift https://t.co/gRMcmJoy2X
1261,Taylor nation I’m begging on my knees #HappyBirthdayTaylorSwift https://t.co/swiF0sKrQa
1262,forever and always. my favorite human since fourth grade. wishing the happiest birthday to my favorite girl in the world! thank you for always being there 🫶🏻🌟🪩 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/r6YMeBIUlc
1263,"happy birthday @taylorswift13 17 years since i discovered your music and i can’t wait for the years to come, to keep celebrating you. thank you for guiding me through my teens and into adulthood. somebody tell her she’s breaking world records now 🩵 #HappyBirthdayTaylorSwift https://t.co/GgisRjcNZz"
1264,I’ve had the time of my life with you 🫶🫶🫶 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/PJOpSZ7tIX
1265,"Happy Birthday, @taylorswift13! From singing YBWM in my bedroom as a girl to screaming Cruel Summer with you at the Eras Tour as a woman, you’ve completely changed my life. Thank you for being a force of love and light 🩷 WE LOVE YOU!!! #HappyBirthdayTaylorSwift @taylornation13 https://t.co/aq75o4dq7s"
1266,Happy birthday to the person who makes my life so different and happy! I love you with my life @taylorswift13 🩷 #HappyBirthdayTaylorSwift https://t.co/SXD57tfDQL
1267,"Happy birthTAY to my favourite human, I love u forever🫶❤️ I shall be celebrating by doing some drawing and watching the eras tour movie🎂🥳 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/K9xNqy61Ye"
1268,"Taylor, I’ve been with you since 2009 and am still a dedicated swiftie. Happy Birthday to the brilliant, kind, and amazing woman whose words have gotten me through so much. #HappyBirthdayTaylorSwift @taylornation13"
1269,Just as much as we see in others we have in ourselves. #HappyBirthdayTaylorSwift #HunterBiden
1270,It’s always been a national holiday to me 😭🫶 This was my #HappyBirthdayTaylorSwift post from 11 years ago today. I love you @taylorswift13! https://t.co/wYxAHhL5nG
1271,"#HappyBirthdayTaylorSwift 💌 Your music has been a constant source of inspiration, and I genuinely love, value and appreciate everything you create. 🥂♥️ @taylorswift13 @taylornation13 https://t.co/WMHeLl1NwE"
1272,Max wanted to sing Taylor Happy Birthday! #HappyBirthdayTaylorSwift 🥳🥳🥳 Wishing you the best birthday from your two biggest fans! https://t.co/jirFxr5Z04
1273,Happy birthday to the person I’ve looked up to almost my whole life🩷💕🫶🏼 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/37w4ynYMRa
1274,SCREAMING HAPPY 34th BIRTHDAY TO THE MUSIC INDUSTRY HERSELF MISS @taylorswift13 💚💛💜❤️🩵🖤🩷🩶🤎💙 thank you for everything you give to the world🥰 can’t wait to watch #TheErasTourAtHome #HappyBirthdayTaylorSwift https://t.co/GNGxbmAGqQ
1275,happy birthday taylor!! thank you for every album and every song!! love you to the moon and to saturn 🫶🏼🌙🪐🩵 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/ANqrPuGQNZ
1276,"Taylor, I’m so incredibly proud of you!! You’ve given me so many wonderful friendships & memories that’ll last me an entire lifetime. Thank you for being the soundtrack to my life. Love you forevermore!!! @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/wOuj19pmqH"
1277,Check out my Gig on Fiverr: I will get your QuickBooks in order to minimize your tax liability https://t.co/cagbHtrJv4 #JimJordan #santachat #HunterBiden #HappyBirthdayTaylorSwift #DraymondGreen #Kicksmas #TSTheErasTourAtHome #Wednesdayvibe #Virginia #SRK𓃵 https://t.co/N7dSkGhKub
1278,"HAPPY BIRTHDAY TO MY FAVE BLONDIE!!! It has been such a magical year🫶🏻 thank you for the hard work and dedication for all that you do. I hope year 34 is the best one yet!!😻🧡✨ now grab a glass of wine, you deserve it!!🍷 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/B03XnDPaqP"
1279,Happy birthday to the woman who told me it was okay to dream and kept creating the soundtrack to my fairytale for the last 14 years!! 🫶🏻🥹 @taylorswif13 #HappyBirthdayTaylorSwift https://t.co/KRMvUWchl9
1280,HAPPY BIRTHDAY TAYLOR!!!!!!!!!!!!!!!!!! #HappyBirthdayTaylorSwift 🥳🥳🥳🥳🎉🎉🎉🎉🎉🎂🎂🎂🎂❤️❤️❤️❤️❤️❤️
1281,so happy to be alive at the same time as taylor swift! grateful for the music she blesses us with and to share a birthday with her! happy birthday to taylor and me✨🩷🫶🏻 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/uClQ080sXZ
1282,"If we follow a routine throughout the day, we will be fit and healthy https://t.co/bujSKzltll #HappyBirthdayTaylorSwift #TreySongz #JordanandComer #MattRife @cnnbrk @BBCBreaking https://t.co/I7PjAGPl6Z"
1283,Happy 34th Birthday to the most precious and loving person in this universe @taylorswift13 !! 🖤💫 We love you to the 🌙 and to 🪐. from: 🇦🇷✨@taylornation13. #HappyBirthdayTaylorSwift https://t.co/g1n4vw7E2H
1284,happy birthday @taylorswift13 i love you so much sunshine❤️ thank you for being the constant light in my life🫶🏻. this year brought me nothing but happiness and i hope 34 brings you the same #HappyBirthdayTaylorSwift https://t.co/TQE4yOYsCC
1285,"#HappyBirthdayTaylorSwift, I hope you stop making music while having a great day."
1286,"Happy birthday to the one who’s given me endless amounts of happiness. Thankful for your music and the people that you have brought into my life. Forever proud to be a fan. I hope year 34 treats you well, Love you @taylorswift13 🤍 #HappyBirthdayTaylorSwift https://t.co/GOasKOcxUP"
1287,#HappyBirthdayTaylorSwift Thank you for being the best role model anyone could ask for the last 17 years!! I love having the time of my life with you🎂💘 https://t.co/CdP6fcZmcP
1288,"#HappyBirthdayTaylorSwift you changed my life! From when I sang teardrops in my Guitar for my elementary Talent show, to being at your Eras tour! Here’s to many more midnights! @taylornation13 @taylorswift13 https://t.co/y6tPXIRqG1"
1289,"my favourite memories always involve you @taylorswift13 . you are a light in a dark tunnel, your music has connected with so many us and you are also so inspiring. thank you for being you. #HappyBirthdayTaylorSwift @taylornation13 https://t.co/h8ZQANQZRB"
1290,"HBD, Tay. Thanks for just… being yourself. There’s nothing more satisfying to a fan than watching your idol growing, rising, bc we rise together. Thanks for sharing your experience, talent, love and light. Ilysm 🩷🥺🫶🏽 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/xEJV7tT0rl"
1291,Happy birthday Taylor! Getting to experience each era firsthand as they happened has truly shaped me into the person I am today. Thank you for creating worlds for us to escape to when we truly need it most. 💘🥳🎊 #HappyBirthdayTaylorSwift https://t.co/D4p9Lzh97i
1292,Me and about 400 other swifties are wishing Taylor the HAPPIEST BIRTHDAY🥳🥳 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/08Xj0pmM4I
1293,#HappyBirthdayTaylorSwift you’ve been the best thing in my life for 17 years (since I was a baby swiftie!!) i love you so so much and wish you the best 34th birthday!! love you buddy 🫶🩷🥹 @taylornation13 @taylorswift13 https://t.co/eyvWTzHU4c
1294,"the amount of love and joy, and positive influence you have brought into my life is so genuinely unexplainable. happy birthday 🩵 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/HgNwSEBVGY"
1295,"Happy birthday @taylorswift13! Thank you for all the light, fun, laughter, & clowning you bring to our lives. Thank you for the beautiful words that help us get by. Thank you for everything. We love you so much! We will always stay. 🥰🫶🏻 #HappyBirthdayTaylorSwift @taylornation13"
1296,"Happiest birthday to our favorite Sagittarius!!! I hope @taylorswift13 had the best birthday and knows we love her to the 🌙 and to 🪐, forever & always, and that she’ll never lose me as I’m a fan. I’m a Swiftie forevermore 💚💙#HappyBirthdayTaylorSwift @taylornation13 https://t.co/eLgyR5EsLt"
1297,#HappyBirthdayTaylorSwift 🩷 thank you for the last 17 years and we will stay with you for the next 17+ years 🏹. No words can describe how much we love you and how we are so thankful for you. Love u foreverrrrr & always @taylornation13 @taylorswift13 https://t.co/oDeAMLd5cM
1298,I had the time of my life with you this year. Thank you for the unforgettable memories #HappyBirthdayTaylorSwift https://t.co/NEbsouNdNq
1299,Need to be opened up 😩 #HappyBirthdayTaylorSwift #black #sissy #fem #cuck #Femboy https://t.co/NGma2MZ1Z1
1300,I HAD THE TOME OF MY LIFE WITH YOU @taylornation13 #HappyBirthdayTaylorSwift https://t.co/fIBrQaMSDF
1301,#HappyBirthdayTaylorSwift @taylorswift13 ❤️🖤❤️🖤❤️🖤 https://t.co/DRp4gf03Mt
1302,HAPPY BIRTHDAY @taylorswift13 !!!!!! Forever grateful for your presence in my life. You know for me it’s always you ❤️ #HappyBirthdayTaylorSwift @taylornation13 https://t.co/gwOhcKAZhi
1303,happy birthday to the brightest light of my year @taylorswift13 @taylornation13 love you to the moon and to Saturn 💞 #HappyBirthdayTaylorSwift https://t.co/3Z3220WN0C
1304,"HAPPY BIRTHDAY 🎉🎁🎊🎈🎂 TAYLOR!! I hope you have the best day/year ever!! Thank you for being the best role model a girl could ask for💕 Love you, our millennial emoji queen🙌 👸#HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/TFPjj8Qlys"
1305,"Hi @taylorswift13 and @taylornation13 🫶🏻 I gathered some people and decided to make this tribute with the names of them We love Taylor VERY MUCH and we will stay by her side forever. Thank you for showing up in our lives, Taylor. #HappyBirthdayTaylorSwift🥹💘 https://t.co/IjnXSse1Qn"
1306,"happy birthday to the woman who taught me to be vulnerable by being so incredibly honest in her music she shares with the world. i’ve had the time of my life fighting dragons with you, & growing up with you. #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/ssDbK301Qy"
1307,Happy Taylor Swift Day 🎉🎉🫶🏻🫶🏻🫶🏻 We love U 💜 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/vNvHVVDEOi
1308,Wishing Taylor the happiest 34th birthday 🩷🩷 Thanks for being such a huge part of my life all these years!! It’s been an honor growing up with you. I’ll stand by you forever!! #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/G6FtTQiVOw
1309,happy birthday to the love of my life and also the ruiner of it💖💖 #HappyBirthdayTaylorSwift 🫶🫶
1310,#HappyBirthdayTaylorSwift Happy Birthday! So happy tohave been able to grow withyou through out your entire career! Iremember when you very first started out and the veryfirst time you released your very first music video and I’ve been supportingyou ever since! @taylornation13 https://t.co/VSJbnIb7mN
1311,@taylornation13 #HappyBirthdayTaylorSwift https://t.co/9D0J3u45J9
1312,happy birthday to my forever role model🫶 I am so thankful that you decided to start sharing your music (and life) with us 17 years ago. thank you for creating this entire universe that I am so lucky to call myself a part of🥹I ADORE YOU @taylornation13 #HappyBirthdayTaylorSwift https://t.co/0TPK55bPim
1313,"happy birthday to my favorite popstar in the world 🫶🏻 you mean the world to me and have changed my life in ways i can never explain fully, hope to give you the biggest hug someday 🩵 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/9bwaSDj5Km"
1314,#HappyBirthdayTaylorSwift https://t.co/XT4380eukX
1315,It brings immense joy when your client loves the job you delivered... It boosts morale and makes you want to do better...... #HappyBirthdayTaylorSwift #BellaOkagbue #ChampionsLeague https://t.co/SbNUwNitGZ
1316,#HappyBirthdayTaylorSwift this year I became a Swiftie thanks to my best friends. now I'm able to say that @taylorswift13 is the one that will always make me smile! this has been a rough year but you have helped me through it all. I love you infinitely🥹🩷🌟 @taylornation13 https://t.co/qSUdbG38wX
1317,happy @taylorswift13 day!! it’s been the best 7 years of my life so far fighting dragons with you <3 i’m so excited to keep supporting your work for the rest of my life & can’t wait to see you on march 2nd 🤍 (my collection from then to now) #HappyBirthdayTaylorSwift https://t.co/kEMb7qAP0e
1318,Hey! You can use my code JW7VXPFW at checkout to get 15% off your entire purchase at JustWears! #ไอซ์รักชนก #jjk245 #RIPZahara #SalaarFirstSingle #fcklive #HappyBirthdayTaylorSwift #الهلال_الوحده #PrashanthNeel #SalaarFirstSingle #SalaarCeaseFireOnDec22 https://t.co/DAMEWGsuja
1319,"HAPPY BIRTHDAY TAYLOR, love you to the moon and to saturn!!🫶🏻💗🫶🏻💗 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/0Rkpyz6eO6"
1320,forever and always. wishing the happiest birthday to my favorite girl in the world! thank you for always being there 🫶🏻🌟🪩 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/5ekY4TDDUC
